fips,POPESTIMATE2019,CTYNAME
22025,9494,Catahoula Parish
22027,15670,Claiborne Parish
22029,19259,Concordia Parish
22031,27463,De Soto Parish
22033,440059,East Baton Rouge Parish
22035,6861,East Carroll Parish
22037,19135,East Feliciana Parish
22039,33395,Evangeline Parish
22041,20015,Franklin Parish
22043,22389,Grant Parish
22045,69830,Iberia Parish
22047,32511,Iberville Parish
22049,15744,Jackson Parish
22051,432493,Jefferson Parish
22053,31368,Jefferson Davis Parish
22055,244390,Lafayette Parish
22057,97614,Lafourche Parish
22059,14892,LaSalle Parish
22061,46742,Lincoln Parish
22063,140789,Livingston Parish
22065,10951,Madison Parish
22067,24874,Morehouse Parish
22069,38158,Natchitoches Parish
22071,390144,Orleans Parish
22073,153279,Ouachita Parish
22075,23197,Plaquemines Parish
22077,21730,Pointe Coupee Parish
22079,129648,Rapides Parish
22081,8442,Red River Parish
22083,20122,Richland Parish
22085,23884,Sabine Parish
22087,47244,St. Bernard Parish
22089,53100,St. Charles Parish
22091,10132,St. Helena Parish
22093,21096,St. James Parish
22095,42837,St. John the Baptist Parish
22097,82124,St. Landry Parish
22099,53431,St. Martin Parish
22101,49348,St. Mary Parish
22103,260419,St. Tammany Parish
22105,134758,Tangipahoa Parish
22107,4334,Tensas Parish
22109,110461,Terrebonne Parish
22111,22108,Union Parish
22113,59511,Vermilion Parish
22115,47429,Vernon Parish
22117,46194,Washington Parish
22119,38340,Webster Parish
22121,26465,West Baton Rouge Parish
22123,10830,West Carroll Parish
22125,15568,West Feliciana Parish
22127,13904,Winn Parish
23000,1344212,Maine
23001,108277,Androscoggin County
23003,67055,Aroostook County
23005,295003,Cumberland County
23007,30199,Franklin County
23009,54987,Hancock County
23011,122302,Kennebec County
23013,39772,Knox County
23015,34634,Lincoln County
23017,57975,Oxford County
23019,152148,Penobscot County
23021,16785,Piscataquis County
23023,35856,Sagadahoc County
23025,50484,Somerset County
23027,39715,Waldo County
23029,31379,Washington County
23031,207641,York County
24000,6045680,Maryland
24001,70416,Allegany County
24003,579234,Anne Arundel County
24005,827370,Baltimore County
24009,92525,Calvert County
24011,33406,Caroline County
24013,168447,Carroll County
24015,102855,Cecil County
24017,163257,Charles County
24019,31929,Dorchester County
24021,259547,Frederick County
24023,29014,Garrett County
24025,255441,Harford County
24027,325690,Howard County
24029,19422,Kent County
24031,1050688,Montgomery County
24033,909327,Prince George's County
24035,50381,Queen Anne's County
24037,113510,St. Mary's County
24039,25616,Somerset County
24041,37181,Talbot County
24043,151049,Washington County
24045,103609,Wicomico County
24047,52276,Worcester County
24510,593490,Baltimore city
25000,6892503,Massachusetts
25001,212990,Barnstable County
25003,124944,Berkshire County
25005,565217,Bristol County
25007,17332,Dukes County
25009,789034,Essex County
25011,70180,Franklin County
25013,466372,Hampden County
25015,160830,Hampshire County
25017,1611699,Middlesex County
25019,11399,Nantucket County
25021,706775,Norfolk County
25023,521202,Plymouth County
25025,803907,Suffolk County
25027,830622,Worcester County
26000,9986857,Michigan
26001,10405,Alcona County
26003,9108,Alger County
26005,118081,Allegan County
26007,28405,Alpena County
26009,23324,Antrim County
26011,14883,Arenac County
26013,8209,Baraga County
26015,61550,Barry County
26017,103126,Bay County
26019,17766,Benzie County
26021,153401,Berrien County
26023,43517,Branch County
26025,134159,Calhoun County
26027,51787,Cass County
26029,26143,Charlevoix County
26031,25276,Cheboygan County
26033,37349,Chippewa County
26035,30950,Clare County
26037,79595,Clinton County
26039,14029,Crawford County
26041,35784,Delta County
26043,25239,Dickinson County
26045,110268,Eaton County
26047,33415,Emmet County
26049,405813,Genesee County
26051,25449,Gladwin County
26053,13975,Gogebic County
26055,93088,Grand Traverse County
26057,40711,Gratiot County
26059,45605,Hillsdale County
26061,35684,Houghton County
26063,30981,Huron County
26065,292406,Ingham County
26067,64697,Ionia County
26069,25127,Iosco County
26071,11066,Iron County
26073,69872,Isabella County
26075,158510,Jackson County
26077,265066,Kalamazoo County
26079,18038,Kalkaska County
26081,656955,Kent County
26083,2116,Keweenaw County
26085,11853,Lake County
26087,87607,Lapeer County
26089,21761,Leelanau County
26091,98451,Lenawee County
26093,191995,Livingston County
26095,6229,Luce County
26097,10799,Mackinac County
26099,873972,Macomb County
26101,24558,Manistee County
26103,66699,Marquette County
26105,29144,Mason County
26107,43453,Mecosta County
26109,22780,Menominee County
26111,83156,Midland County
26113,15118,Missaukee County
26115,150500,Monroe County
26117,63888,Montcalm County
26119,9328,Montmorency County
26121,173566,Muskegon County
26123,48980,Newaygo County
26125,1257584,Oakland County
26127,26467,Oceana County
26129,20997,Ogemaw County
26131,5720,Ontonagon County
26133,23460,Osceola County
26135,8241,Oscoda County
26137,24668,Otsego County
26139,291830,Ottawa County
26141,12592,Presque Isle County
26143,24019,Roscommon County
26145,190539,Saginaw County
26147,159128,St. Clair County
26149,60964,St. Joseph County
26151,41170,Sanilac County
26153,8094,Schoolcraft County
26155,68122,Shiawassee County
26157,52245,Tuscola County
26159,75677,Van Buren County
26161,367601,Washtenaw County
26163,1749343,Wayne County
26165,33631,Wexford County
27000,5639632,Minnesota
27001,15886,Aitkin County
27003,356921,Anoka County
27005,34423,Becker County
27007,47188,Beltrami County
27009,40889,Benton County
27011,4991,Big Stone County
27013,67653,Blue Earth County
27015,25008,Brown County
27017,35871,Carlton County
27019,105089,Carver County
27021,29779,Cass County
27023,11800,Chippewa County
27025,56579,Chisago County
27027,64222,Clay County
27029,8818,Clearwater County
27031,5463,Cook County
27033,11196,Cottonwood County
27035,65055,Crow Wing County
27037,429021,Dakota County
27039,20934,Dodge County
27041,38141,Douglas County
27043,13653,Faribault County
27045,21067,Fillmore County
27047,30281,Freeborn County
27049,46340,Goodhue County
27051,5972,Grant County
27053,1265843,Hennepin County
27055,18600,Houston County
27057,21491,Hubbard County
27059,40596,Isanti County
27061,45130,Itasca County
27063,9846,Jackson County
27065,16337,Kanabec County
27067,43199,Kandiyohi County
27069,4298,Kittson County
27071,12229,Koochiching County
27073,6623,Lac qui Parle County
27075,10641,Lake County
27077,3740,Lake of the Woods County
27079,28887,Le Sueur County
27081,5639,Lincoln County
27083,25474,Lyon County
27085,35893,McLeod County
27087,5527,Mahnomen County
27089,9336,Marshall County
27091,19683,Martin County
27093,23222,Meeker County
27095,26277,Mille Lacs County
27097,33386,Morrison County
27099,40062,Mower County
27101,8194,Murray County
27103,34274,Nicollet County
27105,21629,Nobles County
27107,6375,Norman County
27109,158293,Olmsted County
27111,58746,Otter Tail County
27113,14119,Pennington County
27115,29579,Pine County
27117,9126,Pipestone County
27119,31364,Polk County
27121,11249,Pope County
27123,550321,Ramsey County
27125,4055,Red Lake County
27127,15170,Redwood County
27129,14548,Renville County
27131,66972,Rice County
27133,9315,Rock County
27135,15165,Roseau County
27137,199070,St. Louis County
27139,149013,Scott County
27141,97238,Sherburne County
27143,14865,Sibley County
27145,161075,Stearns County
27147,36649,Steele County
27149,9805,Stevens County
27151,9266,Swift County
27153,24664,Todd County
27155,3259,Traverse County
27157,21627,Wabasha County
27159,13682,Wadena County
27161,18612,Waseca County
27163,262440,Washington County
27165,10897,Watonwan County
27167,6207,Wilkin County
27169,50484,Winona County
27171,138377,Wright County
27173,9709,Yellow Medicine County
28000,2976149,Mississippi
28001,30693,Adams County
28003,36953,Alcorn County
28005,12297,Amite County
28007,18174,Attala County
28009,8259,Benton County
28011,30628,Bolivar County
28013,14361,Calhoun County
28015,9947,Carroll County
28017,17103,Chickasaw County
28019,8210,Choctaw County
28021,8988,Claiborne County
28023,15541,Clarke County
28025,19316,Clay County
28027,22124,Coahoma County
28029,28065,Copiah County
28031,18636,Covington County
28033,184945,DeSoto County
28035,74897,Forrest County
28037,7713,Franklin County
28039,24500,George County
28041,13586,Greene County
28043,20758,Grenada County
28045,47632,Hancock County
28047,208080,Harrison County
28049,231840,Hinds County
28051,17010,Holmes County
28053,8064,Humphreys County
28055,1327,Issaquena County
28057,23390,Itawamba County
28059,143617,Jackson County
28061,16383,Jasper County
28063,6990,Jefferson County
28065,11128,Jefferson Davis County
28067,68098,Jones County
28069,9742,Kemper County
28071,54019,Lafayette County
28073,63343,Lamar County
28075,74125,Lauderdale County
28077,12586,Lawrence County
28079,22786,Leake County
28081,85436,Lee County
28083,28183,Leflore County
28085,34153,Lincoln County
28087,58595,Lowndes County
28089,106272,Madison County
28091,24573,Marion County
28093,35294,Marshall County
28095,35252,Monroe County
28097,9775,Montgomery County
28099,29118,Neshoba County
28101,21018,Newton County
28103,10417,Noxubee County
28105,49587,Oktibbeha County
28107,34192,Panola County
28109,55535,Pearl River County
28111,11973,Perry County
28113,39288,Pike County
28115,32174,Pontotoc County
28117,25126,Prentiss County
28119,6792,Quitman County
28121,155271,Rankin County
28123,28124,Scott County
28125,4321,Sharkey County
28127,26658,Simpson County
28129,15916,Smith County
28131,18336,Stone County
28133,25110,Sunflower County
28135,13809,Tallahatchie County
28137,28321,Tate County
28139,22015,Tippah County
28141,19383,Tishomingo County
28143,9632,Tunica County
28145,28815,Union County
28147,14286,Walthall County
28149,45381,Warren County
28151,43909,Washington County
28153,20183,Wayne County
28155,9689,Webster County
28157,8630,Wilkinson County
28159,17955,Winston County
28161,12108,Yalobusha County
28163,29690,Yazoo County
29000,6137428,Missouri
29001,25343,Adair County
29003,17712,Andrew County
29005,5143,Atchison County
29007,25388,Audrain County
29009,35789,Barry County
29011,11754,Barton County
29013,16172,Bates County
29015,19443,Benton County
29017,12133,Bollinger County
29019,180463,Boone County
29021,87364,Buchanan County
29023,42478,Butler County
29025,9020,Caldwell County
29027,44743,Callaway County
29029,46305,Camden County
29031,78871,Cape Girardeau County
29033,8679,Carroll County
29035,5982,Carter County
29037,105780,Cass County
29039,14349,Cedar County
29041,7426,Chariton County
29043,88595,Christian County
29045,6797,Clark County
29047,249948,Clay County
29049,20387,Clinton County
29051,76745,Cole County
29053,17709,Cooper County
29055,23920,Crawford County
29057,7561,Dade County
29059,16878,Dallas County
29061,8278,Daviess County
29063,12547,DeKalb County
29065,15573,Dent County
29067,13185,Douglas County
29069,29131,Dunklin County
29071,103967,Franklin County
29073,14706,Gasconade County
29075,6571,Gentry County
29077,293086,Greene County
29079,9850,Grundy County
29081,8352,Harrison County
29083,21824,Henry County
29085,9544,Hickory County
29087,4403,Holt County
29089,10001,Howard County
29091,40117,Howell County
29093,10125,Iron County
29095,703011,Jackson County
29097,121328,Jasper County
29099,225081,Jefferson County
29101,54062,Johnson County
29103,3959,Knox County
29105,35723,Laclede County
29107,32708,Lafayette County
29109,38355,Lawrence County
29111,9776,Lewis County
29113,59013,Lincoln County
29115,11920,Linn County
29117,15227,Livingston County
29119,22837,McDonald County
29121,15117,Macon County
29123,12088,Madison County
29125,8697,Maries County
29127,28530,Marion County
29129,3617,Mercer County
29131,25619,Miller County
29133,13180,Mississippi County
29135,16132,Moniteau County
29137,8644,Monroe County
29139,11551,Montgomery County
29141,20627,Morgan County
29143,17076,New Madrid County
29145,58236,Newton County
29147,22092,Nodaway County
29149,10529,Oregon County
29151,13615,Osage County
29153,9174,Ozark County
29155,15805,Pemiscot County
29157,19136,Perry County
29159,42339,Pettis County
29161,44573,Phelps County
29163,18302,Pike County
29165,104418,Platte County
29167,32149,Polk County
29169,52607,Pulaski County
29171,4696,Putnam County
29173,10309,Ralls County
29175,24748,Randolph County
29177,23018,Ray County
29179,6270,Reynolds County
29181,13288,Ripley County
29183,402022,St. Charles County
29185,9397,St. Clair County
29186,17894,Ste. Genevieve County
29187,67215,St. Francois County
29189,994205,St. Louis County
29195,22761,Saline County
29197,4660,Schuyler County
29199,4902,Scotland County
29201,38280,Scott County
29203,8166,Shannon County
29205,5930,Shelby County
29207,29025,Stoddard County
29209,31952,Stone County
29211,6089,Sullivan County
29213,55928,Taney County
29215,25398,Texas County
29217,20563,Vernon County
29219,35649,Warren County
29221,24730,Washington County
29223,12873,Wayne County
29225,39592,Webster County
29227,2013,Worth County
29229,18289,Wright County
29510,300576,St. Louis city
30000,1068778,Montana
30001,9453,Beaverhead County
30003,13319,Big Horn County
30005,6681,Blaine County
30007,6237,Broadwater County
30009,10725,Carbon County
30011,1252,Carter County
30013,81366,Cascade County
30015,5635,Chouteau County
30017,11402,Custer County
30019,1690,Daniels County
30021,8613,Dawson County
30023,9140,Deer Lodge County
30025,2846,Fallon County
30027,11050,Fergus County
30029,103806,Flathead County
30031,114434,Gallatin County
30033,1258,Garfield County
30035,13753,Glacier County
30037,821,Golden Valley County
30039,3379,Granite County
30041,16484,Hill County
30043,12221,Jefferson County
30045,2007,Judith Basin County
30047,30458,Lake County
30049,69432,Lewis and Clark County
30051,2337,Liberty County
30053,19980,Lincoln County
30055,1664,McCone County
30057,8600,Madison County
30059,1862,Meagher County
30061,4397,Mineral County
30063,119600,Missoula County
30065,4633,Musselshell County
30067,16606,Park County
30069,487,Petroleum County
30071,3954,Phillips County
30073,5911,Pondera County
30075,1682,Powder River County
30077,6890,Powell County
30079,1077,Prairie County
30081,43806,Ravalli County
30083,10803,Richland County
30085,11004,Roosevelt County
30087,8937,Rosebud County
30089,12113,Sanders County
30091,3309,Sheridan County
30093,34915,Silver Bow County
30095,9642,Stillwater County
30097,3737,Sweet Grass County
30099,6147,Teton County
30101,4736,Toole County
30103,696,Treasure County
30105,7396,Valley County
30107,2126,Wheatland County
30109,969,Wibaux County
30111,161300,Yellowstone County
31000,1934408,Nebraska
31001,31363,Adams County
31003,6298,Antelope County
31005,463,Arthur County
31007,745,Banner County
31009,465,Blaine County
31011,5192,Boone County
31013,10783,Box Butte County
31015,1919,Boyd County
31017,2955,Brown County
31019,49659,Buffalo County
31021,6459,Burt County
31023,8016,Butler County
31025,26248,Cass County
31027,8402,Cedar County
31029,3924,Chase County
31031,5689,Cherry County
31033,8910,Cheyenne County
31035,6203,Clay County
31037,10709,Colfax County
31039,8846,Cuming County
31041,10777,Custer County
31043,20026,Dakota County
31045,8589,Dawes County
31047,23595,Dawson County
31049,1794,Deuel County
31051,5636,Dixon County
31053,36565,Dodge County
31055,571327,Douglas County
31057,1693,Dundy County
31059,5462,Fillmore County
31061,2979,Franklin County
31063,2627,Frontier County
31065,4676,Furnas County
31067,21513,Gage County
31069,1837,Garden County
31071,1969,Garfield County
31073,1990,Gosper County
31075,623,Grant County
31077,2356,Greeley County
31079,61353,Hall County
31081,9324,Hamilton County
31083,3380,Harlan County
31085,922,Hayes County
31087,2762,Hitchcock County
31089,10067,Holt County
31091,682,Hooker County
31093,6445,Howard County
31095,7046,Jefferson County
31097,5071,Johnson County
31099,6495,Kearney County
31101,8034,Keith County
31103,806,Keya Paha County
31105,3632,Kimball County
31107,8332,Knox County
31109,319090,Lancaster County
31111,34914,Lincoln County
31113,748,Logan County
31115,664,Loup County
31117,494,McPherson County
31119,35099,Madison County
31121,7755,Merrick County
31123,4642,Morrill County
31125,3519,Nance County
31127,6972,Nemaha County
31129,4148,Nuckolls County
31131,16012,Otoe County
31133,2613,Pawnee County
31135,2891,Perkins County
31137,9034,Phelps County
31139,7148,Pierce County
31141,33470,Platte County
31143,5213,Polk County
31145,10724,Red Willow County
31147,7865,Richardson County
31149,1357,Rock County
31151,14224,Saline County
31153,187196,Sarpy County
31155,21578,Saunders County
31157,35618,Scotts Bluff County
31159,17284,Seward County
31161,5246,Sheridan County
31163,3001,Sherman County
31165,1166,Sioux County
31167,5920,Stanton County
31169,5003,Thayer County
31171,722,Thomas County
31173,7224,Thurston County
31175,4158,Valley County
31177,20729,Washington County
31179,9385,Wayne County
31181,3487,Webster County
31183,783,Wheeler County
31185,13679,York County
32000,3080156,Nevada
32001,24909,Churchill County
32003,2266715,Clark County
32005,48905,Douglas County
32007,52778,Elko County
32009,873,Esmeralda County
32011,2029,Eureka County
32013,16831,Humboldt County
32015,5532,Lander County
32017,5183,Lincoln County
32019,57510,Lyon County
32021,4505,Mineral County
32023,46523,Nye County
32027,6725,Pershing County
32029,4123,Storey County
32031,471519,Washoe County
32033,9580,White Pine County
32510,55916,Carson City
33000,1359711,New Hampshire
33001,61303,Belknap County
33003,48910,Carroll County
33005,76085,Cheshire County
33007,31563,Coos County
33009,89886,Grafton County
33011,417025,Hillsborough County
33013,151391,Merrimack County
33015,309769,Rockingham County
33017,130633,Strafford County
33019,43146,Sullivan County
34000,8882190,New Jersey
34001,263670,Atlantic County
34003,932202,Bergen County
34005,445349,Burlington County
34007,506471,Camden County
34009,92039,Cape May County
34011,149527,Cumberland County
34013,798975,Essex County
34015,291636,Gloucester County
34017,672391,Hudson County
34019,124371,Hunterdon County
34021,367430,Mercer County
34023,825062,Middlesex County
34025,618795,Monmouth County
34027,491845,Morris County
34029,607186,Ocean County
34031,501826,Passaic County
34033,62385,Salem County
34035,328934,Somerset County
34037,140488,Sussex County
34039,556341,Union County
34041,105267,Warren County
35000,2096829,New Mexico
35001,679121,Bernalillo County
35003,3527,Catron County
35005,64615,Chaves County
35006,26675,Cibola County
35007,11941,Colfax County
35009,48954,Curry County
35011,1748,De Baca County
35013,218195,DoÒa Ana County
35015,58460,Eddy County
35017,26998,Grant County
35019,4300,Guadalupe County
35021,625,Harding County
35023,4198,Hidalgo County
35025,71070,Lea County
35027,19572,Lincoln County
35028,19369,Los Alamos County
35029,23709,Luna County
35031,71367,McKinley County
35033,4521,Mora County
35035,67490,Otero County
35037,8253,Quay County
35039,38921,Rio Arriba County
35041,18500,Roosevelt County
35043,146748,Sandoval County
35045,123958,San Juan County
35047,27277,San Miguel County
35049,150358,Santa Fe County
35051,10791,Sierra County
35053,16637,Socorro County
35055,32723,Taos County
35057,15461,Torrance County
35059,4059,Union County
35061,76688,Valencia County
36000,19453561,New York
36001,305506,Albany County
36003,46091,Allegany County
36005,1418207,Bronx County
36007,190488,Broome County
36009,76117,Cattaraugus County
36011,76576,Cayuga County
36013,126903,Chautauqua County
36015,83456,Chemung County
36017,47207,Chenango County
36019,80485,Clinton County
36021,59461,Columbia County
36023,47581,Cortland County
36025,44135,Delaware County
36027,294218,Dutchess County
36029,918702,Erie County
36031,36885,Essex County
36033,50022,Franklin County
36035,53383,Fulton County
36037,57280,Genesee County
36039,47188,Greene County
36041,4416,Hamilton County
36043,61319,Herkimer County
36045,109834,Jefferson County
36047,2559903,Kings County
36049,26296,Lewis County
36051,62914,Livingston County
36053,70941,Madison County
36055,741770,Monroe County
36057,49221,Montgomery County
36059,1356924,Nassau County
36061,1628706,New York County
36063,209281,Niagara County
36065,228671,Oneida County
36067,460528,Onondaga County
36069,109777,Ontario County
36071,384940,Orange County
36073,40352,Orleans County
36075,117124,Oswego County
36077,59493,Otsego County
36079,98320,Putnam County
36081,2253858,Queens County
36083,158714,Rensselaer County
36085,476143,Richmond County
36087,325789,Rockland County
36089,107740,St. Lawrence County
36091,229863,Saratoga County
36093,155299,Schenectady County
36095,30999,Schoharie County
36097,17807,Schuyler County
36099,34016,Seneca County
36101,95379,Steuben County
36103,1476601,Suffolk County
36105,75432,Sullivan County
36107,48203,Tioga County
36109,102180,Tompkins County
36111,177573,Ulster County
36113,63944,Warren County
36115,61204,Washington County
36117,89918,Wayne County
36119,967506,Westchester County
36121,39859,Wyoming County
36123,24913,Yates County
37000,10488084,North Carolina
37001,169509,Alamance County
37003,37497,Alexander County
37005,11137,Alleghany County
37007,24446,Anson County
37009,27203,Ashe County
37011,17557,Avery County
37013,46994,Beaufort County
37015,18947,Bertie County
37017,32722,Bladen County
37019,142820,Brunswick County
37021,261191,Buncombe County
37023,90485,Burke County
37025,216453,Cabarrus County
37027,82178,Caldwell County
37029,10867,Camden County
37031,69473,Carteret County
37033,22604,Caswell County
37035,159551,Catawba County
37037,74470,Chatham County
37039,28612,Cherokee County
37041,13943,Chowan County
37043,11231,Clay County
37045,97947,Cleveland County
37047,55508,Columbus County
37049,102139,Craven County
37051,335509,Cumberland County
37053,27763,Currituck County
37055,37009,Dare County
37057,167609,Davidson County
37059,42846,Davie County
37061,58741,Duplin County
37063,321488,Durham County
37065,51472,Edgecombe County
37067,382295,Forsyth County
37069,69685,Franklin County
37071,224529,Gaston County
37073,11562,Gates County
37075,8441,Graham County
37077,60443,Granville County
37079,21069,Greene County
37081,537174,Guilford County
37083,50010,Halifax County
37085,135976,Harnett County
37087,62317,Haywood County
37089,117417,Henderson County
37091,23677,Hertford County
37093,55234,Hoke County
37095,4937,Hyde County
37097,181806,Iredell County
37099,43938,Jackson County
37101,209339,Johnston County
37103,9419,Jones County
37105,61779,Lee County
37107,55949,Lenoir County
37109,86111,Lincoln County
37111,45756,McDowell County
37113,35858,Macon County
37115,21755,Madison County
37117,22440,Martin County
37119,1110356,Mecklenburg County
37121,14964,Mitchell County
37123,27173,Montgomery County
37125,100880,Moore County
37127,94298,Nash County
37129,234473,New Hanover County
37131,19483,Northampton County
37133,197938,Onslow County
37135,148476,Orange County
37137,12726,Pamlico County
37139,39824,Pasquotank County
37141,63060,Pender County
37143,13463,Perquimans County
37145,39490,Person County
37147,180742,Pitt County
37149,20724,Polk County
37151,143667,Randolph County
37153,44829,Richmond County
37155,130625,Robeson County
37157,91010,Rockingham County
37159,142088,Rowan County
37161,67029,Rutherford County
37163,63531,Sampson County
37165,34823,Scotland County
37167,62806,Stanly County
37169,45591,Stokes County
37171,71783,Surry County
37173,14271,Swain County
37175,34385,Transylvania County
37177,4016,Tyrrell County
37179,239859,Union County
37181,44535,Vance County
37183,1111761,Wake County
37185,19731,Warren County
37187,11580,Washington County
37189,56177,Watauga County
37191,123131,Wayne County
37193,68412,Wilkes County
37195,81801,Wilson County
37197,37667,Yadkin County
37199,18069,Yancey County
38000,762062,North Dakota
38001,2216,Adams County
38003,10415,Barnes County
38005,6832,Benson County
38007,928,Billings County
38009,6282,Bottineau County
38011,3024,Bowman County
38013,2115,Burke County
38015,95626,Burleigh County
38017,181923,Cass County
38019,3762,Cavalier County
38021,4872,Dickey County
38023,2264,Divide County
38025,4424,Dunn County
38027,2287,Eddy County
38029,3241,Emmons County
38031,3210,Foster County
38033,1761,Golden Valley County
38035,69451,Grand Forks County
38037,2274,Grant County
38039,2231,Griggs County
38041,2499,Hettinger County
38043,2480,Kidder County
38045,4046,LaMoure County
38047,1850,Logan County
38049,5745,McHenry County
38051,2497,McIntosh County
38053,15024,McKenzie County
38055,9450,McLean County
38057,8187,Mercer County
38059,31364,Morton County
38061,10545,Mountrail County
38063,2879,Nelson County
38065,1959,Oliver County
38067,6801,Pembina County
38069,3975,Pierce County
38071,11519,Ramsey County
38073,5218,Ransom County
38075,2327,Renville County
38077,16177,Richland County
38079,14176,Rolette County
38081,3898,Sargent County
38083,1315,Sheridan County
38085,4230,Sioux County
38087,750,Slope County
38089,31489,Stark County
38091,1890,Steele County
38093,20704,Stutsman County
38095,2189,Towner County
38097,8036,Traill County
38099,10641,Walsh County
38101,67641,Ward County
38103,3834,Wells County
38105,37589,Williams County
39000,11689100,Ohio
39001,27698,Adams County
39003,102351,Allen County
39005,53484,Ashland County
39007,97241,Ashtabula County
39009,65327,Athens County
39011,45656,Auglaize County
39013,67006,Belmont County
39015,43432,Brown County
39017,383134,Butler County
39019,26914,Carroll County
39021,38885,Champaign County
39023,134083,Clark County
39025,206428,Clermont County
39027,41968,Clinton County
39029,101883,Columbiana County
39031,36600,Coshocton County
39033,41494,Crawford County
39035,1235072,Cuyahoga County
39037,51113,Darke County
39039,38087,Defiance County
39041,209177,Delaware County
39043,74266,Erie County
39045,157574,Fairfield County
39047,28525,Fayette County
39049,1316756,Franklin County
39051,42126,Fulton County
39053,29898,Gallia County
39055,93649,Geauga County
39057,168937,Greene County
39059,38875,Guernsey County
39061,817473,Hamilton County
39063,75783,Hancock County
39065,31365,Hardin County
39067,15040,Harrison County
39069,27006,Henry County
39071,43161,Highland County
39073,28264,Hocking County
39075,43960,Holmes County
39077,58266,Huron County
39079,32413,Jackson County
39081,65325,Jefferson County
39083,62322,Knox County
39085,230149,Lake County
39087,59463,Lawrence County
39089,176862,Licking County
39091,45672,Logan County
39093,309833,Lorain County
39095,428348,Lucas County
39097,44731,Madison County
39099,228683,Mahoning County
39101,65093,Marion County
39103,179746,Medina County
39105,22907,Meigs County
39107,41172,Mercer County
39109,106987,Miami County
39111,13654,Monroe County
39113,531687,Montgomery County
39115,14508,Morgan County
39117,35328,Morrow County
39119,86215,Muskingum County
39121,14424,Noble County
39123,40525,Ottawa County
39125,18672,Paulding County
39127,36134,Perry County
39129,58457,Pickaway County
39131,27772,Pike County
39133,162466,Portage County
39135,40882,Preble County
39137,33861,Putnam County
39139,121154,Richland County
39141,76666,Ross County
39143,58518,Sandusky County
39145,75314,Scioto County
39147,55178,Seneca County
39149,48590,Shelby County
39151,370606,Stark County
39153,541013,Summit County
39155,197974,Trumbull County
39157,91987,Tuscarawas County
39159,58988,Union County
39161,28275,Van Wert County
39163,13085,Vinton County
39165,234602,Warren County
39167,59911,Washington County
39169,115710,Wayne County
39171,36692,Williams County
39173,130817,Wood County
39175,21772,Wyandot County
40000,3956971,Oklahoma
40001,22194,Adair County
40003,5702,Alfalfa County
40005,13758,Atoka County
40007,5311,Beaver County
40009,21859,Beckham County
40011,9429,Blaine County
40013,47995,Bryan County
40015,28762,Caddo County
40017,148306,Canadian County
40019,48111,Carter County
40021,48657,Cherokee County
40023,14672,Choctaw County
40025,2137,Cimarron County
40027,284014,Cleveland County
40029,5495,Coal County
40031,120749,Comanche County
40033,5666,Cotton County
40035,14142,Craig County
40037,71522,Creek County
40039,29003,Custer County
40041,43009,Delaware County
40043,4891,Dewey County
40045,3859,Ellis County
40047,61056,Garfield County
40049,27711,Garvin County
40051,55834,Grady County
40053,4333,Grant County
40055,5712,Greer County
40057,2653,Harmon County
40059,3688,Harper County
40061,12627,Haskell County
40063,13279,Hughes County
40065,24530,Jackson County
40067,6002,Jefferson County
40069,11085,Johnston County
40071,43538,Kay County
40073,15765,Kingfisher County
40075,8708,Kiowa County
40077,10073,Latimer County
40079,49853,Le Flore County
40081,34877,Lincoln County
40083,48011,Logan County
40085,10253,Love County
40087,40474,McClain County
40089,32832,McCurtain County
40091,19596,McIntosh County
40093,7629,Major County
40095,16931,Marshall County
40097,41100,Mayes County
40099,14073,Murray County
40101,67997,Muskogee County
40103,11131,Noble County
40105,10076,Nowata County
40107,11993,Okfuskee County
40109,797434,Oklahoma County
40111,38465,Okmulgee County
40113,46963,Osage County
40115,31127,Ottawa County
40117,16376,Pawnee County
40119,81784,Payne County
40121,43654,Pittsburg County
40123,38284,Pontotoc County
40125,72592,Pottawatomie County
40127,11096,Pushmataha County
40129,3583,Roger Mills County
40131,92459,Rogers County
40133,24258,Seminole County
40135,41569,Sequoyah County
40137,43143,Stephens County
40139,19983,Texas County
40141,7250,Tillman County
40143,651552,Tulsa County
40145,81289,Wagoner County
40147,51527,Washington County
40149,10916,Washita County
40151,8793,Woods County
40153,20211,Woodward County
41000,4217737,Oregon
41001,16124,Baker County
41003,93053,Benton County
41005,418187,Clackamas County
41007,40224,Clatsop County
41009,52354,Columbia County
41011,64487,Coos County
41013,24404,Crook County
41015,22925,Curry County
41017,197692,Deschutes County
41019,110980,Douglas County
41021,1912,Gilliam County
41023,7199,Grant County
41025,7393,Harney County
41027,23382,Hood River County
41029,220944,Jackson County
41031,24658,Jefferson County
41033,87487,Josephine County
41035,68238,Klamath County
41037,7869,Lake County
41039,382067,Lane County
41041,49962,Lincoln County
41043,129749,Linn County
41045,30571,Malheur County
41047,347818,Marion County
41049,11603,Morrow County
41051,812855,Multnomah County
41053,86085,Polk County
41055,1780,Sherman County
41057,27036,Tillamook County
41059,77950,Umatilla County
41061,26835,Union County
41063,7208,Wallowa County
41065,26682,Wasco County
41067,601592,Washington County
41069,1332,Wheeler County
41071,107100,Yamhill County
42000,12801989,Pennsylvania
42001,103009,Adams County
42003,1216045,Allegheny County
